Feature1,Feature2,Label
3.2439523454048578,-4.550385390409609,a
4.354478771944337,-3.948528413950235,a
-3.7889663368058195,-3.9264079790695896,c
3.948782794993211,4.486805088549792,b
-4.7590152726862955,-4.524771234418984,c
-3.825749228524816,-2.942189808936413,c
-3.6208014989677237,-2.448443592449868,c
4.232125925105247,-4.161590757431574,a
-3.196790258357022,-2.964862526260373,c
-4.240420573205414,-5.071648670889649,c
3.639291633598921,4.222241802300634,b
4.229280069164439,3.8455398981907463,b
-3.665993483983539,-3.0704559153316735,c
3.2027485381441823,4.796970530256878,b
5.604506153282277,-3.6514785480474363,a
-4.104114619413654,-4.422058244460946,c
-3.9398054237023454,-3.504731450446789,c
4.8505891772264915,3.855652075693238,b
5.614490994386895,-3.1927486774690763,a
3.0031388608551195,-4.3817749308861575,a
-3.50632098147132,-3.668442548929042,c
4.536999887123195,3.9697457153129614,b
4.954563472497407,-3.3595787494755616,a
3.5482933431334716,-4.3909574099094515,a
3.2081324419114035,4.249883052165943,b
-4.3825264756129885,-4.211792815102668,c
2.9641851222038524,4.506108040261244,b
3.393317698291824,-4.290065569274531,a
-4.311179176149311,-4.623356472016035,c
4.143700845492907,4.1155304995299025,b
-4.045942259893461,-3.6952607419771293,c
3.7365153820589367,4.315101072740325,b
-4.081633950543815,-3.147887517322607,c
3.926104932798224,-3.9391310104009793,a
-3.732479751259461,-2.953902183453836,c
-3.6467194873690794,-3.555114273299289,c
-3.8839977936480725,-3.812629813129444,c
4.8888530787730256,3.4857797094399903,b
-4.723203954107212,-5.701450033327923,c
4.043722216676636,3.909080038490706,b
-3.3879366217247395,-3.204505460146756,c
3.95666682288534,-4.163670529433004,a
4.367025753312394,-3.7192361346300222,a
4.857882287507,-3.601168361656184,a
5.500790824838979,2.5240500686006193,b
5.501647435032194,2.8854732067446913,b
5.811521537020908,2.6286740898899845,b
-4.110428387262177,-5.42292651662774,c
-3.5551243852384897,-3.823806806715841,c
-3.7226174593194976,-1.3130301573307186,c
2.4762929982914663,-4.750999655968989,a
5.10948931468514,3.3317251969457935,b
4.630684981978529,3.849629746012491,b
1.4494634577334828,-5.3752139944982895,a
5.09595395334217,-3.1611171412000756,a
4.798388399015766,3.664544779147793,b
-3.7578038789519406,-3.2072578321131346,c
4.3077960881659045,3.6418964948964505,b
2.484887210188827,5.134524435010643,b
2.6623866050436966,4.6598819088725545,b
3.1359259783183133,4.465797575377351,b
3.789678052163414,-4.402915738733614,a
4.210268535382831,-3.8148260328718635,a
4.601960192678213,3.985019738565384,b
4.2611068866847095,4.054324786604032,b
-3.509567392433203,-2.3026270156572375,c
-3.9201762555213593,-3.3584370412078144,c
-4.153515488917132,-4.8309442148058785,c
4.341956364892442,3.2570663134159714,b
4.5304400992026475,3.1079677598159687,b
5.743038183316278,2.938830030435976,b
4.792320993567746,3.757985639219375,b
-3.4699961662078636,-2.8668838202188978,c
4.469046155314724,3.4119281792633256,b
5.5217804634613215,2.7591764518234267,b
3.173992293970799,-4.472373025370967,a
5.946332984200831,2.551055328401869,b
-3.864340284019882,-4.298625396886814,c
6.402690892847031,-2.699230894801281,a
-3.4314886187815055,-2.6863194656421845,c
4.252819137348188,-3.989721997422365,a
1.653436822086917,-5.288347103238803,a
3.684462652224384,4.072779885980483,b
4.05221023163045,3.5102516175162486,b
2.3637889399746395,-4.856238095455312,a
-3.7195761878815228,-4.694961863118271,c
-3.8239332208175667,-2.848635818633064,c
-5.19107401052065,-4.701779375405838,c
5.109336341489646,2.621210091523042,b
-3.420309544665511,-4.286781492217633,c
6.174435701003125,-2.8478457063522935,a
3.7845339091519095,-4.259154189345018,a
-4.668433383764709,-5.629028710394546,c
2.0805888267493504,4.930944996681819,b
-3.923966529235639,-3.5820547521647605,c
3.3263907837540883,4.470754179351233,b
-4.160937194165141,-4.213016678758992,c
3.83697432547984,4.276351933025559,b
4.434611082886343,4.1448095012310295,b
5.364988169046537,-3.2853163412388504,a
6.510052260781782,-2.4627088053442074,a
-3.767966275218245,-4.796381857463276,c
-4.77396396401175,-4.492818677907194,c
4.223753108394593,-3.762473131669776,a
-4.064164698876576,-5.106008411031842,c
5.463042750616341,-3.220081914831435,a
-4.1872427649278325,-5.67512745873065,c
3.3806328407897297,4.600525758668081,b
-4.39544564905792,-4.1530060039798835,c
2.6584064361588107,5.061821724095906,b
3.0375086212792906,5.146820389053584,b
5.4288172538715065,-3.024611145395883,a
6.545050078881084,-2.647396202154067,a
2.6114004334995875,4.761448110714968,b
4.595493124668056,-3.5668260742472846,a
-4.002419159872185,-3.3095657052381444,c
2.664951366726963,4.619976053458585,b
2.988231456607645,-4.636013867960506,a
0.5926392568791563,-5.848346078896146,a
4.852069693681869,-3.4761988614358788,a
2.1310722952395054,5.174471647647836,b
3.897158047090666,-4.194573152215831,a
-4.009517094176725,-4.355918989528209,c
0.5272822977829361,-5.850971449868199,a
3.826233382459991,-4.007419559136639,a
-3.881799762280838,-3.7853443053223614,c
2.1540797304347112,-5.19075816415641,a
4.584236975040232,3.876357882912669,b
-4.187927281919122,-4.122942275461989,c
3.3685590733920607,-4.355987146667463,a
-4.048476392118405,-5.00780388190438,c
-3.760092242974139,-3.6458229415384538,c
5.026424187152813,-3.4478925869972707,a
6.126615560173866,-2.676193920917026,a
4.615755535167537,-3.49876574308599,a
2.212897211830869,-4.659833920315573,a
2.972678985875924,-4.2720296088833845,a
4.4196558308847225,-3.7559429273347007,a
3.3410220062948683,4.141782854798178,b
-3.753312783734735,-4.5176225897797675,c
5.153175283508767,-3.256818716411368,a
-3.7877598163293227,-4.9943748673651935,c
3.3439969207309157,4.484128103760458,b
4.472810121323278,3.806137908108432,b
3.0082409566749746,-4.6075402464840565,a
6.2107595336087265,1.9415958291807955,b
5.250519649366563,-3.3868472589620704,a
2.722084700436288,4.888974127622168,b
2.1489881592505697,-5.253022133997982,a
3.578909247843144,-4.117638490207161,a
3.1895324224590076,-4.357918420486924,a
3.3543307280245376,3.78018956805325,b
-3.334591433682561,-2.8427621909262717,c
-3.690583309397689,-4.950726210928646,c
-4.348033604067316,-4.185469903034343,c
3.8226526855214473,4.282455444993455,b
5.397553858083912,2.5420179050772447,b
-3.4540764061741367,-3.3664585445528585,c
-4.349557151691669,-4.288461719159656,c
-3.785307605464163,-4.309585994377789,c
4.45742611813,-3.6624308949414064,a
-4.280117085178686,-4.788458738252649,c
2.386146071750904,-4.766352724209624,a
3.152856162258571,4.897281259634224,b
-4.300540474290099,-2.602574256163478,c
5.041800532531051,2.836049190211333,b
3.515837953658686,4.3906283876784915,b
3.8651325576998152,3.5868379385942637,b
3.647779716412394,3.977726833931728,b
-3.1470679858988104,-3.3120465010725404,c
3.5166381564596003,-4.316100377889512,a
3.8803913116004187,3.5001172312207576,b
5.119920660925839,2.882066779278953,b
4.7208711865844055,3.7913006000997163,b
3.516035576279795,-4.390460761129454,a
2.340178394528379,5.358852591029272,b
3.691856820297046,4.308450628056297,b
3.441131847997632,-4.232119606455391,a
3.1038221481630455,-4.456011753125576,a
-4.070136646153128,-5.940818603986116,c
2.5938135006986407,4.972253363314622,b
-4.5072440850539115,-4.60397776790267,c
-4.686930702639655,-6.0830911131461605,c
3.836219609949156,4.148743379517118,b
3.1325819255658223,4.920041493040788,b
5.785315360316563,-3.160274916005318,a
5.632818232750966,-2.808192814221772,a
3.960831105781554,4.750771897214495,b
5.197423517562875,-3.20229071296302,a
-4.331810224257131,-3.924085053581122,c
2.302764472466908,-4.796863549774167,a
3.563406069553852,5.139300255407319,b
4.128860990474669,3.7274679005346862,b
-4.179480900524058,-4.85690695028489,c
3.4353816003866275,4.415701955219255,b
5.225690310588423,3.370845355928881,b
-3.291272570885806,-2.8453904161525685,c
5.291344082029664,-3.107870475086684,a
-4.59555441751878,-4.9430484567215185,c
3.1957584787141364,4.830244437715742,b
-4.402869537797897,-4.674365835758488,c
3.0634518565175672,-4.6479664941739935,a
-4.5185010880761,-5.410982481260603,c
-4.661064744388889,-4.544934247822126,c
3.949747583438624,4.059564654964155,b
3.8864521834325045,3.811743678080302,b
4.535297281185362,3.9319111080837468,b
2.82476819241097,4.97760644621872,b
-4.5368867074598604,-4.91706850789075,c
-4.308722124237089,-4.300771182627178,c
5.7556436767393295,-2.869570096205222,a
1.5725940638897118,-5.1603984597849095,a
-4.087355928700189,-3.647488963905614,c
2.8747348456944946,4.36888783906698,b
-4.732263855377316,-5.160894393575509,c
4.32100787083503,-3.9617177691630108,a
1.5930473167467292,-5.320948395916311,a
5.1141893018824085,-3.337047691503848,a
-3.6865935911324716,-4.233066207458674,c
-3.841193931347578,-4.413020681802594,c
3.7304917933523347,4.346690481544398,b
3.1323753490274724,-4.528989598754563,a
3.3648096551024205,-4.35836012698752,a
2.585375230675316,-4.797369914433479,a
4.803034448866259,-3.5009842519340437,a
4.339681934565844,3.93607937004366,b
-3.812739271754945,-3.666140362202841,c
4.115317039969796,-3.862163677496267,a
3.273399078146657,-4.005168588569043,a
4.119938636360739,3.9080435292200533,b
3.7618720655265565,3.875426908437456,b
5.716714512975713,2.538903646723613,b
3.441903271215795,-4.596094266195463,a
5.953455499757754,2.0338814931484928,b
-4.1155982892876395,-4.789283872252079,c
-3.6517335166892555,-1.662164521059442,c
2.3734361425356307,5.38248319305146,b
-4.658357548949912,-3.407151758406953,c
-3.1875308609886046,-3.778188016752316,c
4.735981593531973,-3.6565194572216573,a
-4.4037892794206694,-4.4617833211891895,c
4.007264223248375,4.4595569308799785,b
-4.1775190329189344,-5.099084186169881,c
5.528681865982065,-3.4298302827244154,a
3.425217307636112,-4.203694620643255,a
4.759007788008224,3.710051129225754,b
3.1410210185221334,-4.507041128411819,a
2.929227046480925,4.484372315639965,b
4.79177482482195,-3.4322112799854043,a
5.089808132577193,2.641070808924928,b
3.7845539950624087,3.855291147895532,b
-3.6055167429233035,-3.322407909326431,c
-4.137388831590531,-4.78644573827785,c
5.7908872520535155,2.5978698946523764,b
3.84401196710097,-4.408346554524823,a
3.218439624152485,-4.600839594403818,a
-3.891821290476772,-4.090976790171864,c
3.575256508020892,-4.082560992911973,a
-4.443570651471115,-3.737263133404257,c
4.9529333310872135,3.200745436332901,b
4.031724367501833,-3.7376252683909295,a
3.206147959125274,-4.549427858094068,a
5.287041396955925,2.640163077487529,b
3.8203737652631378,-4.1506542305314325,a
-3.297901263269763,-3.0384619371176984,c
3.7932431476949993,-4.122151606357164,a
-2.941152058409317,-2.0261168677413925,c
-3.6165171685858652,-2.908879381905558,c
5.486712252927573,-2.9720949474291127,a
-3.7573863696292573,-4.690457683717202,c
2.9890808135310847,-4.284141613238141,a
3.6494028334208877,4.05833200003567,b
5.41594480411587,-3.400141773573003,a
-4.146029231109279,-4.3725286659824905,c
3.9651136521705532,-3.8496756824825775,a
4.100931135462403,-3.6778324236196047,a
5.64737279920783,2.625277231574538,b
5.0339537371427205,2.841400944081105,b
-3.7221490286224324,-3.4690433060988712,c
5.742515361080334,-3.272736480486711,a
4.699228027248244,3.3696792070404027,b
-4.044461899852093,-3.668625872443138,c
2.7948143906677654,5.029821951739326,b
2.745750075645364,-4.71758838992162,a
3.5702044760274316,-3.8645543733520307,a
-4.2510615494475745,-5.371861416010426,c
4.080758130602166,-3.9019682375636346,a
3.9864751264985085,3.9729128753514846,b
3.687288081327827,-4.353509158384261,a
4.84851521896204,3.500518454802415,b
2.266942763391085,-5.00131779887025,a
3.58216954232122,-4.07411467206138,a
3.218237154377434,-4.526927114885549,a
3.7392730582467824,4.172921232250324,b
4.522849260095073,-3.767020525312111,a
3.4271270338108692,4.497890762401257,b
-3.2660156733841306,-2.932803512420224,c
-4.425435662935076,-4.740615211306071,c
-4.728554254961378,-5.515721161191305,c
5.749010475382608,2.5399537248851747,b
5.309288314967619,-3.4782550593327164,a
3.7606491792396692,4.041744214803183,b
5.514701028635029,-3.2350528679461013,a
-3.102745389880978,-3.110553122706589,c
-3.551383507400396,-2.568683589315971,c
4.667857853163996,-3.7564299137719788,a
-4.367014808158893,-4.146037242504878,c
2.754769757141656,5.312118097018757,b
5.545012548929203,-2.995738171464369,a
-4.246923801845735,-3.3043802276864875,c
-4.094798348033889,-2.9756373778487712,c
-3.7958157523033105,-2.666890588157467,c
6.7233733662162365,-2.539920980036012,a
3.656972330565724,3.8700665316604677,b
4.9047725537868265,2.7456771730681666,b
2.9777703165297416,-4.8818782032224215,a
3.2238370208587748,-4.468836235575287,a
2.769074007523947,4.952517411665043,b
-4.090394990345742,-3.1908640109548063,c
3.477334633774559,4.1207188917340565,b
3.534643981032766,-4.471245265279078,a
5.431997812533686,-3.3888472931319837,a
-4.099410722212795,-4.488927891036764,c
3.5389126426715114,-4.325102053105243,a
3.7329677265626646,-4.123766366051866,a
3.3336021342269215,-4.5217797817417855,a
4.38229444447382,-3.6189749461937377,a
4.649891806536689,-3.7188536232576332,a
2.73500496770186,-4.754090678253324,a
3.47167081562083,-4.340508328288398,a
3.506629615529025,4.074810576703046,b
3.8773204952576097,4.451731174839243,b
4.101302967730893,3.7023611854288268,b
3.7683282605138984,4.440386952394398,b
3.145561818689657,5.032672739560446,b
-3.661759900187613,-3.7796562856895477,c
3.9615886164783967,-4.233970276033551,a
2.6717773940176515,-4.898732868628967,a
2.9313251629715404,-4.722207305518225,a
2.967095430845288,-4.726575847966891,a
-3.5563339182131193,-3.667070370124781,c
-4.258121860568048,-3.6990161730621822,c
3.3811175885968545,-4.415471392818096,a
-3.4533850081262463,-4.589906659813233,c
7.039773686751133,-2.5255739123505756,a
3.594645056436717,3.8579124756141585,b
3.6554718998707085,4.507932304781913,b
-4.036175918732699,-2.858819259783933,c
-3.9966580139107912,-4.458524249438744,c
-3.866787462392695,-3.044161239229436,c
4.936358688212673,-3.3423122199964,a
-3.6265404950848854,-4.836117142808225,c
3.8598404415133154,-3.9747314281310904,a
-3.9299028624653074,-3.5711148801071797,c
2.253457084162327,5.389153438837672,b
4.636556757996903,-3.803717525317388,a
4.641487064358078,3.379955187043885,b
-3.962231255859715,-3.4809388293628913,c
3.0303480052820695,-4.464376198833004,a
5.047388555366457,2.968755171589807,b
3.094699965807399,-4.899357536897136,a
3.3732917204492927,-4.487238075663662,a
4.762116923151619,3.5244418764411103,b
2.994665397898145,-4.783656272344812,a
2.2649940794455485,-5.004765639194919,a
5.079111356485534,-3.1844922127641975,a
3.766060752448728,4.061674236362946,b
-4.163362322952275,-5.696885937776956,c
4.103944469589635,3.687740662377358,b
-4.125593112491057,-4.162147974171467,c
3.7166324472383785,-4.148886620496124,a
-3.7051553015847554,-4.5889356869177735,c
4.3896167891829485,3.859672043794995,b
-4.1042911289604245,-3.8746722901192636,c
-4.2270094966565255,-2.7954600753446472,c
4.903976135971263,-3.392231427589144,a
-4.335871419834602,-3.050029436731402,c
-3.244472294822398,-2.4119057046091306,c
-4.022750363200219,-5.6446628677673605,c
3.7407116588537086,-4.215384453016856,a
-4.271903175564212,-3.6185893261090527,c
3.4585091026110963,-4.004388290576291,a
5.592160062874381,-3.230076720164744,a
4.40168952341116,3.854649427901727,b
4.549570605612987,-3.7736916517513674,a
-5.073859435529515,-5.038317633848808,c
-4.144956574871652,-4.016644588762632,c
4.143388582545391,-4.094680994950266,a
2.786484940914038,4.905513461022013,b
5.41399099010784,-2.9467291465836865,a
3.8833865853198013,4.152627138233051,b
5.540817308232697,-2.7915122694799317,a
3.720358346049449,3.545551970791461,b
1.6018085069343044,-5.404234967409377,a
-3.975722164606933,-3.1040031781324107,c
3.683440446800366,4.09169323316409,b
-4.210311785452091,-3.451642776051275,c
2.736133508581868,-4.628119493134771,a
4.262693546766974,3.520663857028918,b
4.155329227814579,3.8386369127132554,b
-3.6950204961594206,-3.9826343816699556,c
4.11412533214533,3.9255406788606986,b
2.7180295835750083,-4.832694263982002,a
4.272803722825615,3.8969082466811256,b
-3.6034689543890353,-4.026631411327144,c
-3.4908809627343067,-3.9256134253629607,c
-5.217088371275921,-6.234293038848731,c
6.0495737396744325,-3.2180434139175804,a
-4.357165914044457,-5.581341892272525,c
2.9379643700816738,4.765832192953308,b
2.6893585259964796,4.882305122442621,b
4.997284940172155,3.0755931775988206,b
4.723334977762707,-3.351414311771981,a
4.90783756151713,-3.4799501252832648,a
4.859461265273019,3.49759451868751,b
-4.014179383336861,-4.415722370722397,c
3.3947576421677903,5.114299484421495,b
-3.1672052014337786,-4.123399331540684,c
5.465444152520796,3.143589108459294,b
3.5666100643538297,-4.18798449315223,a
4.851048127155348,-3.5235780080840295,a
-3.6134655727919696,-3.640820263871228,c
3.103686702319169,4.494486169743337,b
2.463067925859722,5.196871870560487,b
3.8664057663716855,-4.4298185491212125,a
5.327984916352509,2.985198801017994,b
4.175259053016143,3.6927227550648056,b
3.278957256703136,3.86351932527769,b
-4.779571462888094,-4.999689400889395,c
2.503010515827513,-4.5723132562867335,a
4.478520145888155,3.4884513549042326,b
4.65728971714861,-3.7783280588508132,a
5.802804117249432,-3.052925734094548,a
4.059332239996947,-3.838991672408558,a
-3.233363738088105,-2.0411372618273615,c
5.169893816720969,3.0780796087746087,b
-3.7714358467693634,-3.77942322091109,c
-4.1533588858043045,-4.14316856150543,c
3.6312703709425116,-4.178243935537058,a
-3.36839236959382,-4.133949410375156,c
3.1042166157642517,-4.345384570488868,a
-3.9896438470483715,-5.035399438124978,c
2.7440209224327656,-4.643013175635668,a
3.8587084895006996,4.846573541756385,b
5.140746472549118,-3.6510470177992906,a
3.6267620069597126,4.570528461930627,b
-4.050527755078607,-4.001742399799343,c
-3.326948964365971,-3.146826804233404,c
-3.6643528312630482,-3.4087464756292505,c
3.3400399223456505,4.495115654129702,b
3.6908034354024584,4.064606111630846,b
2.3807080164114396,-4.819319194788532,a
1.6577625319849871,-5.242622991227689,a
4.077037930501721,-3.8013517813491684,a
-3.851039667087388,-3.2687722254198603,c
5.267811691329341,-3.488876015120348,a
4.724528070785495,-3.831365412767148,a
3.8774445195969096,3.999926646860933,b
-3.9022497778657006,-2.9512396437501796,c
3.720498671673516,-4.24099287190245,a
6.368774212391222,1.8058506303342754,b
3.305702019032227,-4.714151389537444,a
-4.349932829945531,-4.908748058867057,c
3.5976384948523656,4.506653288575057,b
4.634330772804682,-3.8432897775614685,a
2.0219555651762118,5.278741319209818,b
-3.791242777651314,-4.530126157921536,c
4.981741602684618,3.148380773476725,b
3.1389548909916747,4.824965210127111,b
5.20959863251103,-3.477051955915108,a
-3.918526619054435,-4.440367313971799,c
-4.404098192854829,-3.432270430188604,c
-3.5919709516954876,-3.260998715366979,c
-4.556380534744424,-5.5301817373298015,c
5.698365657712504,2.9090197300920497,b
4.286118367997785,3.8734980529370167,b
3.4431085668801478,-4.587704130962407,a
-4.663396731750538,-5.007445333531292,c
5.21924139325462,-3.298045739896831,a
3.789071123918505,4.149571891507723,b
4.2610300938189996,3.437505340288388,b
-4.221070205454354,-2.9892836523282638,c
4.118935784134325,4.259463361459464,b
2.9942050778604763,4.6162564454223025,b
5.074328190738891,-3.418246248201813,a
2.8975031928415387,-4.4085738334395765,a
-4.561492976399383,-5.047499846076226,c
-3.4969535263969624,-5.032835413762638,c
-4.016103455479836,-3.5040904178261116,c
2.5703303884190714,-4.799786040950918,a
5.331309285414367,-3.0852476157804327,a
3.144499014134231,5.108518592949421,b
-4.227314404694181,-4.983373703629969,c
3.5383753090473635,4.293166981068771,b
2.834987280299716,4.684961637519457,b
-4.647795692652887,-4.673815154852554,c
2.6070595878709435,-4.2407422972935755,a
4.345185362220602,3.589193111540456,b
5.054116455973324,3.5739169491603713,b
-4.42115335579693,-2.595070122497721,c
3.2436272698751267,4.500932292157643,b
3.6057350586852857,3.9089778264976687,b
4.048397729419788,4.1806336181438155,b
3.334709385713553,-4.440370349977094,a
4.749159290914623,3.0940338166680363,b
4.643369058868605,3.5182879170975205,b
5.069355998815184,-3.5000372789828114,a
2.8967701622777255,-4.397694664395366,a
-3.6312735107755456,-2.1346711026785763,c
4.505764465147188,-3.99671833146067,a
3.1429567379354664,-4.314947890562235,a
5.965381772512931,2.8405195843958486,b
4.006178138956743,4.139988583061391,b
2.943191406233307,4.598887846118501,b
4.5447066082769165,3.3470632066250974,b
-4.101823960470236,-5.325694925428598,c
4.869692631431519,3.3692151411235813,b
-4.1068565831611625,-4.587110107346775,c
4.098807027374713,3.955887499894741,b
3.5201543882468505,4.512914301595613,b
3.9920572539713066,-4.1192272305507025,a
-3.0736927184092013,-4.15188044791366,c
-3.5196130107475243,-1.9470852601890885,c
3.8098287845431096,4.0697065027128465,b
4.842072249098936,3.129511576131072,b
-3.4789766485838998,-1.9651726170495465,c
5.008143857971273,3.729565352250131,b
-5.211282965280991,-4.813440903495344,c
3.8014081273393714,4.094111372754134,b
-3.4444231774534932,-3.4805426939802904,c
3.4391448799475843,4.452852391477299,b
4.543477582916378,3.3210916226234035,b
4.028201985854828,3.9600395505053374,b
4.389219246388069,-3.9123210594277706,a
4.206564777533665,-3.9695706564980724,a
-4.331514355598747,-5.246241977574138,c
5.425685051522742,2.931104726486061,b
4.968448187471497,3.4290345859619307,b
3.8130751781717764,4.134022783290933,b
4.578079060063831,3.3635341836167196,b
2.6623024583125394,-4.645847166646649,a
-4.43956812425529,-6.374275103046271,c
4.675538127483065,3.4843038838499902,b
6.158668665267666,-2.4996952422646563,a
4.695172953711865,3.2318485635193883,b
3.7404346746120853,-3.7396352559125163,a
-4.031135467386297,-4.793203005730476,c
-4.468637907319125,-3.334306519272007,c
-4.01987997590863,-4.983221633465122,c
3.5794083178873506,4.872694682898784,b
4.703129572424082,-3.764968168058415,a
-3.7321185142704367,-4.060961286522962,c
-3.529149833297948,-2.476763425394228,c
-3.687084073676779,-2.2788948953067254,c
3.3077109821642363,-4.430203427334232,a
3.314991844451543,-4.648087938120734,a
5.425567383703501,3.0051418548289868,b
-4.30950154665374,-4.422048283893014,c
-3.643602426677903,-2.961647782228488,c
5.265152681796846,-3.3787761154617817,a
-4.248177261994078,-6.182462761410706,c
3.487576924906307,-4.533330731846997,a
-4.330090731366835,-4.198876336864498,c
5.3421850723244075,-3.186001353162524,a
3.9670416262942254,3.7546124508417345,b
4.993419624617304,-3.2629597001570243,a
3.40306798760138,-4.335381518034221,a
5.358784098164914,-2.9680166329589497,a
-3.585157082717394,-3.5707910736012685,c
-3.962204412319584,-4.4174288351925055,c
2.58747862128274,-4.778809806471387,a
-3.7123990099377107,-3.954636297449042,c
4.502185807045352,3.1403990541101625,b
4.448036260636535,3.7659909483182807,b
-4.007851988360933,-5.111085161258809,c
4.126130133205031,3.770581958071994,b
-3.876252477500836,-2.977325702978286,c
4.374937951155394,3.5863780648810453,b
-3.9985379384148736,-4.134095681644143,c
2.4706937388199552,4.690325811774145,b
3.893527762649781,3.9199223895159956,b
3.168633914689484,-4.554349232223789,a
4.348295577764803,-3.6566537880440624,a
3.839116048914278,3.8253722428124757,b
3.8369301311546606,-4.059993520884112,a
-3.7863038845644077,-4.504383443665062,c
4.525373577770973,-3.5737259296310815,a
-3.6061566703267243,-4.393186903158085,c
-2.9259902810343856,-3.4795226473651617,c
-4.310998516606412,-4.695655672226244,c
3.7935990585331583,3.5274700934424423,b
3.9234929206777363,4.5388758516636925,b
3.6955299416897764,-4.444333023001771,a
-4.084859396496582,-5.36831407208424,c
-4.4543518193821345,-6.389942460565148,c
4.5932587848878,3.278154355115892,b
-3.3516390230688273,-4.181853574782258,c
-3.924268325011198,-3.4137844290523036,c
-4.336501809888516,-3.8555967646726184,c
3.8078211541760085,-3.862128533459496,a
-3.5306664392511213,-3.167227994667885,c
2.9850030364748927,-4.683833413849332,a
5.451344804175293,2.6579334956162644,b
4.683052297095669,-4.005210233642314,a
5.139422676108225,-3.425102681149398,a
3.943537459098005,-4.146990138101575,a
4.121313648830862,-3.9213513551025967,a
